5,-2,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
6,-2,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
5,-3,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
6,-3,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
6,-10,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
5,-11,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
6,-11,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
5,-10,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
1,-7,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
2,-6,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
1,-6,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
2,-7,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
4,-11,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
3,-10,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
2,-10,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
1,-10,TIkBVunL8t3aLUn+CpRIsmMVC/g=,dex19loAUZ0KtEF7vr7mCnxOKAg=
0,-9,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
0,-6,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
0,-7,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
0,-8,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
5,-1,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
6,-1,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-10,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-11,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
10,-13,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
9,-13,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
10,-14,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
9,-14,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
10,-15,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
9,-15,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
8,-13,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
8,-14,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
8,-15,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
6,-12,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-12,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
4,-12,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
3,-12,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
5,-12,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-2,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-3,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
0,-12,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
10,-16,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-1,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
8,-16,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
9,-16,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
11,-15,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
11,-14,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
11,-16,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
11,-13,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
3,-11,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
4,-9,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
2,-11,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
2,-8,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
5,-7,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
2,-12,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
0,-10,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
1,-12,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-9,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
0,-11,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
3,-7,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
4,-10,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-4,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
6,-4,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
5,-4,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
6,-9,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
3,-9,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
7,-6,rha7JnnpfVf8SIvzX5u3BC8qWj8=,dex19loAUZ0KtEF7vr7mCnxOKAg=
